UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município,LONG,LAT,ALT
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,01507,2201507,Batalha,-42.07521873,-4.020412335,129.99
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,01556,2201556,Bela Vista do Piauí,-41.871379643,-7.9721853195,326.08
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,01572,2201572,Belém do Piauí,-40.97030219,-7.3701396155,342.96
22,Piauí,02,Centro-Norte Piauiense,003,Teresina,01606,2201606,Beneditinos,-42.370616702,-5.4476028602,124.08
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,01705,2201705,Bertolínia,-43.954387739,-7.6286247631,290.85
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,01739,2201739,Betânia do Piauí,-40.796621928,-8.1456655772,479.88
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,01770,2201770,Boa Hora,-42.125295735,-4.4090096058,124.47
22,Piauí,04,Sudeste Piauiense,013,Picos,01804,2201804,Bocaina,-41.322340682,-6.9548423325,249.88
22,Piauí,03,Sudoeste Piauiense,010,Alto Médio Gurguéia,01903,2201903,Bom Jesus,-44.360525084,-9.0709489836,299.87
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,01919,2201919,Bom Princípio do Piauí,-41.64520957,-3.1898586876,68.66
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,01929,2201929,Bonfim do Piauí,-42.879663065,-9.1665605392,409.67
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,01945,2201945,Boqueirão do Piauí,-42.103627134,-4.4858196316,130.33
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,01960,2201960,Brasileira,-41.789259643,-4.1378291077,156.23
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,01988,2201988,Brejo do Piauí,-42.830301809,-8.2070647663,231.71
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,02000,2202000,Buriti dos Lopes,-41.869908847,-3.172721335,22.2
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,02026,2202026,Buriti dos Montes,-41.101851393,-5.3120667825,497.17
22,Piauí,01,Norte Piauiense,001,Baixo Parnaíba Piauiense,02059,2202059,Cabeceiras do Piauí,-42.308316065,-4.471331293,115.83
22,Piauí,04,Sudeste Piauiense,013,Picos,02075,2202075,Cajazeiras do Piauí,-42.396727294,-6.7941841175,157.39
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,02083,2202083,Cajueiro da Praia,-41.347150362,-2.929227171,10.92
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,02091,2202091,Caldeirão Grande do Piauí,-40.637418912,-7.3315596517,585.14
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,02109,2202109,Campinas do Piauí,-41.880745292,-7.6547781279,214.7
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,02117,2202117,Campo Alegre do Fidalgo,-41.83201332,-8.3744803806,330.16
22,Piauí,04,Sudeste Piauiense,015,Alto Médio Canindé,02133,2202133,Campo Grande do Piauí,-41.03120096,-7.1359931202,440.08
